Latitude,Longitude,Species,Observation_Counts,Sightings
-75.98,-3.81,Crane,2,1
-75.97,-128.33,Warbler,85,1
-75.95,-107.74,Stork,29,1
-75.95,-23.98,Warbler,23,1
-75.94,-16.86,Hawk,62,1
-75.9,98.07,Goose,82,1
-75.9,156.48,Swallow,82,1
-75.86,129.72,Goose,43,1
-75.85,-25.77,Goose,89,1
-75.85,2.49,Swallow,93,1
-75.83,-90.16,Goose,89,1
-75.82,-1.36,Swallow,11,1
-75.82,44.94,Crane,17,1
-75.81,-132.23,Hawk,11,1
-75.81,-12.99,Eagle,82,1
-75.8,67.47,Warbler,13,1
-75.79,-67.22,Crane,96,1
-75.79,148.48,Warbler,14,1
-75.78,68.71,Stork,55,1
-75.77,27.3,Eagle,8,1
-75.75,125.45,Crane,19,1
-75.74,-85.94,Stork,75,1
-75.69,-135.5,Goose,72,1
-75.69,116.39,Stork,42,1
-75.67,-112.84,Eagle,4,1
-75.62,-10.27,Crane,26,1
-75.61,-143.68,Stork,93,1
-75.59,120.98,Swallow,57,1
-75.57,-130.02,Stork,4,1
-75.55,-48.06,Eagle,34,1
-75.55,145.24,Warbler,44,1
-75.52,-119.53,Eagle,3,1
-75.47,-82.06,Stork,10,1
-75.44,1.57,Warbler,99,1
-75.4,-175.36,Warbler,29,1
-75.38,147.45,Stork,59,1
-75.38,166.0,Swallow,90,1
-75.37,-167.16,Hawk,99,1
-75.34,-23.27,Stork,41,1
-75.33,-4.35,Crane,55,1
-75.3,3.61,Crane,72,1
-75.27,35.27,Warbler,93,1
-75.25,92.98,Crane,11,1
-75.2,136.12,Warbler,7,1
-75.11,-158.81,Eagle,75,1
-75.1,-51.68,Eagle,16,1
-75.09,-150.48,Hawk,40,1
-75.08,2.43,Swallow,68,1
-75.08,134.1,Swallow,49,1
-75.06,-64.79,Eagle,90,1
-75.0,90.1,Hawk,56,1
-74.99,-35.85,Hawk,60,1
-74.96,-76.84,Crane,41,1
-74.96,-67.29,Crane,23,1
-74.95,52.72,Crane,38,1
-74.92,-19.88,Goose,17,1
-74.87,-159.77,Stork,53,1
-74.86,-106.5,Crane,51,1
-74.86,39.91,Warbler,11,1
-74.86,114.63,Crane,31,1
-74.82,-65.89,Stork,61,1
-74.77,116.71,Warbler,58,1
-74.74,-179.65,Crane,39,1
-74.66,-153.14,Crane,34,1
-74.66,127.08,Eagle,96,1
-74.64,-138.48,Goose,28,1
-74.63,73.99,Goose,55,1
-74.61,-104.75,Eagle,87,1
-74.57,-33.62,Eagle,6,1
-74.55,163.59,Swallow,82,1
-74.54,-16.14,Stork,48,1
-74.54,146.98,Eagle,51,1
-74.47,-165.67,Swallow,60,1
-74.45,-0.67,Hawk,44,1
-74.45,110.3,Hawk,56,1
-74.43,-161.1,Hawk,23,1
-74.43,18.69,Stork,67,1
-74.42,46.02,Stork,61,1
-74.39,-45.36,Swallow,83,1
-74.39,103.78,Hawk,97,1
-74.39,112.22,Eagle,15,1
-74.38,-179.14,Swallow,47,1
-74.37,82.76,Swallow,69,1
-74.36,-25.89,Warbler,33,1
-74.34,-105.73,Swallow,86,1
-74.34,-25.81,Hawk,77,1
-74.3,-76.59,Warbler,62,1
-74.3,-55.37,Warbler,5,1
-74.28,-47.8,Hawk,49,1
-74.27,-170.79,Goose,31,1
-74.27,-7.47,Goose,25,1
-74.22,179.94,Eagle,45,1
-74.21,-82.5,Swallow,35,1
-74.2,-90.6,Warbler,4,1
-74.2,-4.56,Hawk,42,1
-74.2,136.91,Eagle,90,1
-74.2,142.11,Hawk,29,1
-74.18,6.81,Goose,17,1
-74.17,-43.07,Swallow,80,1
-74.16,135.34,Swallow,25,1
-74.14,-73.45,Goose,53,1
-74.12,-49.93,Hawk,42,1
-74.11,105.72,Goose,8,1
-74.09,-161.73,Stork,22,1
-74.09,-14.61,Stork,24,1
-74.08,34.75,Crane,20,1
-74.07,-14.37,Eagle,98,1
-74.07,73.85,Goose,41,1
-74.04,-43.47,Stork,50,1
-74.04,64.79,Swallow,60,1
-74.02,-114.09,Eagle,66,1
-74.02,-14.02,Crane,27,1
-73.99,-75.85,Hawk,76,1
-73.97,-2.66,Warbler,92,1
-73.94,162.74,Hawk,52,1
-73.93,-175.91,Swallow,58,1
-73.91,161.89,Crane,79,1
-73.88,-138.99,Swallow,99,1
-73.86,122.67,Goose,21,1
-73.85,113.94,Crane,47,1
-73.85,175.99,Swallow,36,1
-73.82,-137.8,Swallow,34,1
-73.82,6.22,Hawk,52,1
-73.8,-89.62,Warbler,41,1
-73.77,51.82,Crane,87,1
-73.76,168.6,Stork,49,1
-73.75,23.75,Swallow,63,1
-73.74,-66.94,Crane,31,1
-73.73,97.76,Warbler,77,1
-73.72,-8.2,Goose,89,1
-73.71,32.0,Eagle,36,1
-73.7,136.09,Goose,47,1
-73.68,90.96,Warbler,35,1
-73.63,49.7,Swallow,28,1
-73.62,89.4,Crane,96,1
-73.61,-114.54,Stork,79,1
-73.6,-168.18,Eagle,59,1
-73.6,-131.51,Eagle,1,1
-73.58,129.3,Goose,72,1
-73.57,75.29,Hawk,83,1
-73.56,27.24,Hawk,4,1
-73.54,-6.44,Goose,24,1
-73.52,172.54,Stork,34,1
-73.51,151.04,Swallow,11,1
-73.47,-163.28,Warbler,40,1
-73.44,163.26,Hawk,73,1
-73.41,36.57,Crane,32,1
-73.41,136.77,Crane,94,1
-73.4,-86.83,Hawk,27,1
-73.4,45.97,Hawk,34,1
-73.39,-119.51,Hawk,79,1
-73.36,-116.02,Warbler,54,1
-73.34,-39.17,Stork,50,1
-73.33,-101.99,Goose,6,1
-73.3,162.52,Crane,67,1
-73.29,24.09,Hawk,83,1
-73.28,-68.31,Stork,29,1
-73.25,-41.6,Goose,24,1
-73.2,-178.5,Eagle,60,1
-73.19,-18.59,Goose,26,1
-73.17,-178.06,Hawk,88,1
-73.15,-17.57,Swallow,83,1
-73.15,133.36,Eagle,31,1
-73.07,4.46,Stork,98,1
-73.06,72.92,Eagle,61,1
-73.02,-177.46,Stork,47,1
-73.02,-92.48,Goose,52,1
-73.02,-22.04,Goose,37,1
-73.02,97.07,Hawk,52,1
-72.99,-137.73,Goose,59,1
-72.99,-120.78,Crane,29,1
-72.99,-72.84,Goose,22,1
-72.99,-22.06,Eagle,27,1
-72.95,109.92,Swallow,51,1
-72.95,133.1,Stork,82,1
-72.94,115.97,Swallow,8,1
-72.93,-172.03,Crane,61,1
-72.93,-1.97,Swallow,40,1
-72.91,28.62,Stork,27,1
-72.91,79.3,Swallow,10,1
-72.88,148.51,Crane,90,1
-72.81,-174.98,Warbler,10,1
-72.79,171.94,Hawk,74,1
-72.78,5.5,Hawk,87,1
-72.76,13.18,Goose,76,1
-72.76,63.78,Stork,24,1
-72.71,-168.36,Warbler,48,1
-72.69,132.48,Swallow,81,1
-72.67,-111.42,Crane,33,1
-72.63,-138.46,Stork,9,1
-72.62,142.66,Swallow,90,1
-72.61,79.98,Warbler,74,1
-72.59,161.92,Eagle,69,1
-72.55,-85.08,Goose,96,1
-72.53,-78.64,Goose,88,1
-72.53,162.2,Goose,71,1
-72.52,-21.85,Goose,58,1
-72.52,67.21,Goose,15,1
-72.5,-154.0,Eagle,32,1
-72.48,158.77,Crane,46,1
-72.48,166.71,Warbler,46,1
-72.46,-157.48,Hawk,84,1
-72.46,54.39,Eagle,93,1
-72.46,72.81,Crane,76,1
-72.46,149.15,Crane,66,1
-72.44,114.52,Stork,36,1
-72.42,-107.14,Warbler,12,1
-72.38,-127.42,Eagle,91,1
-72.33,35.85,Swallow,10,1
-72.32,-100.14,Eagle,72,1
-72.3,-66.78,Goose,79,1
-72.29,-60.13,Stork,15,1
-72.28,-82.33,Stork,52,1
-72.26,-51.22,Crane,92,1
-72.25,32.51,Crane,68,1
-72.24,-117.05,Warbler,9,1
-72.23,-141.91,Goose,94,1
-72.18,36.59,Crane,57,1
-72.17,39.23,Crane,14,1
-72.15,88.89,Stork,40,1
-72.14,-8.52,Stork,9,1
-72.12,-70.23,Crane,38,1
-72.12,121.55,Swallow,32,1
-72.02,-136.89,Hawk,13,1
-71.98,-128.2,Warbler,15,1
-71.98,113.46,Crane,43,1
-71.97,-113.97,Stork,66,1
-71.97,-97.09,Goose,70,1
-71.97,54.31,Crane,31,1
-71.96,143.73,Swallow,35,1
-71.93,70.91,Eagle,6,1
-71.9,112.96,Crane,92,1
-71.87,-17.44,Hawk,13,1
-71.87,87.68,Swallow,57,1
-71.83,-1.82,Hawk,85,1
-71.83,42.35,Hawk,9,1
-71.82,-109.83,Crane,54,1
-71.8,-29.86,Goose,37,1
-71.79,-99.92,Crane,82,1
-71.76,-35.34,Crane,17,1
-71.75,105.32,Swallow,35,1
-71.66,-179.81,Stork,67,1
-71.66,170.86,Eagle,18,1
-71.62,-59.35,Stork,60,1
-71.62,43.34,Eagle,88,1
-71.58,-105.09,Warbler,5,1
-71.58,130.99,Eagle,45,1
-71.57,52.27,Hawk,35,1
-71.54,-62.3,Crane,37,1
-71.52,-162.42,Stork,30,1
-71.52,27.9,Stork,44,1
-71.51,117.41,Eagle,92,1
-71.48,-158.7,Eagle,87,1
-71.48,-24.33,Stork,89,1
-71.47,73.58,Swallow,63,1
-71.45,-100.32,Stork,86,1
-71.43,-128.12,Warbler,61,1
-71.4,-151.89,Stork,26,1
-71.39,-14.47,Stork,60,1
-71.36,97.94,Eagle,57,1
-71.32,-100.87,Eagle,22,1
-71.31,47.34,Eagle,15,1
-71.31,114.32,Swallow,76,1
-71.3,-172.74,Crane,2,1
-71.3,-140.02,Warbler,44,1
-71.3,69.99,Crane,32,1
-71.25,-174.78,Crane,95,1
-71.25,0.42,Swallow,42,1
-71.25,85.9,Warbler,20,1
-71.23,27.42,Crane,35,1
-71.2,-65.77,Warbler,58,1
-71.19,5.19,Crane,9,1
-71.15,-30.26,Goose,55,1
-71.13,-100.15,Crane,58,1
-71.13,55.76,Crane,31,1
-71.09,6.64,Eagle,34,1
-71.05,-141.53,Hawk,61,1
-71.05,-98.61,Swallow,39,1
-71.05,-24.41,Goose,12,1
-71.05,5.08,Crane,27,1
-71.03,-91.91,Swallow,13,1
-71.03,104.5,Swallow,38,1
-71.02,29.45,Eagle,52,1
-71.02,85.08,Eagle,52,1
-71.0,-123.69,Swallow,88,1
-70.99,-166.3,Eagle,25,1
-70.99,82.2,Crane,2,1
-70.98,-96.8,Hawk,77,1
-70.97,35.14,Crane,13,1
-70.96,88.48,Stork,73,1
-70.96,110.24,Stork,51,1
-70.95,-168.53,Swallow,93,1
-70.93,-24.5,Warbler,9,1
-70.92,60.92,Warbler,16,1
-70.92,93.62,Hawk,41,1
-70.9,-31.4,Hawk,2,1
-70.88,89.22,Crane,20,1
-70.86,-153.06,Goose,21,1
-70.86,-134.09,Eagle,45,1
-70.83,-117.18,Eagle,84,1
-70.82,-57.2,Goose,33,1
-70.81,-110.07,Eagle,99,1
-70.8,-81.67,Warbler,17,1
-70.8,24.12,Hawk,73,1
-70.79,-19.64,Eagle,62,1
-70.77,-167.35,Warbler,42,1
-70.72,-161.21,Warbler,29,1
-70.72,4.42,Stork,80,1
-70.68,-170.49,Stork,2,1
-70.67,-79.41,Warbler,74,1
-70.67,97.12,Warbler,8,1
-70.66,34.96,Crane,22,1
-70.62,6.46,Warbler,32,1
-70.6,-173.58,Warbler,55,1
-70.58,-52.69,Hawk,38,1
-70.58,68.8,Warbler,36,1
-70.58,71.01,Crane,70,1
-70.51,160.42,Eagle,68,1
-70.48,149.14,Warbler,26,1
-70.47,-157.17,Warbler,62,1
-70.47,173.9,Hawk,31,1
-70.46,109.75,Eagle,33,1
-70.42,-162.13,Hawk,38,1
-70.4,-176.57,Warbler,69,1
-70.37,-161.57,Warbler,28,1
-70.35,-95.16,Warbler,96,1
-70.35,10.05,Eagle,87,1
-70.34,-38.23,Swallow,87,1
-70.33,14.88,Warbler,76,1
-70.33,102.17,Goose,68,1
-70.31,-135.13,Swallow,64,1
-70.29,87.34,Stork,75,1
-70.19,-112.83,Stork,16,1
-70.18,-141.69,Goose,57,1
-70.18,12.45,Swallow,8,1
-70.14,-75.55,Stork,13,1
-70.08,28.04,Hawk,98,1
-70.08,47.95,Crane,60,1
-70.07,3.0,Hawk,13,1
-70.05,-55.22,Stork,60,1
-70.03,-125.59,Hawk,36,1
-70.03,66.11,Stork,31,1
-70.01,-57.42,Crane,41,1
-70.01,96.89,Goose,79,1
-69.98,96.31,Crane,19,1
-69.98,143.48,Hawk,69,1
-69.96,67.49,Eagle,86,1
-69.94,-110.4,Stork,73,1
-69.94,1.88,Stork,32,1
-69.92,-51.73,Swallow,27,1
-69.9,-126.04,Crane,24,1
-69.9,48.9,Goose,23,1
-69.9,93.96,Eagle,56,1
-69.88,-38.44,Stork,66,1
-69.8,65.38,Crane,64,1
-69.78,-123.4,Eagle,59,1
-69.78,-53.42,Swallow,70,1
-69.75,-176.74,Goose,98,1
-69.75,27.03,Hawk,24,1
-69.74,-125.83,Swallow,97,1
-69.72,25.89,Crane,25,1
-69.7,26.09,Crane,85,1
-69.66,-111.85,Stork,20,1
-69.66,152.73,Eagle,31,1
-69.65,169.25,Eagle,60,1
-69.64,-125.46,Eagle,85,1
-69.6,-127.42,Stork,85,1
-69.51,-43.91,Goose,68,1
-69.5,-114.59,Warbler,32,1
-69.48,8.18,Warbler,77,1
-69.46,21.56,Hawk,66,1
-69.42,136.52,Crane,25,1
-69.4,165.48,Warbler,56,1
-69.36,-26.5,Goose,58,1
-69.33,-93.72,Goose,78,1
-69.33,98.14,Hawk,52,1
-69.31,96.15,Crane,55,1
-69.3,-25.62,Stork,2,1
-69.28,150.89,Eagle,85,1
-69.26,61.64,Stork,40,1
-69.25,-22.27,Crane,5,1
-69.23,-80.06,Stork,61,1
-69.22,-43.18,Swallow,15,1
-69.21,-124.24,Crane,72,1
-69.21,-43.21,Stork,29,1
-69.21,-8.32,Eagle,48,1
-69.18,95.54,Goose,49,1
-69.16,-111.72,Hawk,80,1
-69.11,-63.15,Crane,28,1
-69.1,11.95,Swallow,31,1
-69.1,48.04,Eagle,93,1
-69.1,57.74,Hawk,5,1
-69.08,-117.18,Eagle,26,1
-69.06,-45.12,Eagle,16,1
-69.03,-130.38,Goose,13,1
-69.02,-80.05,Hawk,71,1
-68.98,-145.89,Hawk,81,1
-68.98,138.46,Hawk,33,1
-68.95,-117.38,Hawk,48,1
-68.95,-108.49,Warbler,69,1
-68.95,-67.58,Crane,74,1
-68.95,-44.7,Swallow,58,1
-68.94,42.45,Hawk,59,1
-68.93,-147.32,Warbler,27,1
-68.92,144.2,Goose,28,1
-68.9,-105.04,Goose,83,1
-68.89,41.06,Stork,77,1
-68.86,61.84,Swallow,69,1
-68.84,45.99,Stork,23,1
-68.83,-31.35,Stork,34,1
-68.82,-16.93,Goose,41,1
-68.8,-13.81,Hawk,84,1
-68.78,-102.2,Hawk,4,1
-68.78,111.2,Eagle,45,1
-68.78,174.79,Goose,99,1
-68.76,91.2,Goose,99,1
-68.76,162.59,Hawk,95,1
-68.74,72.38,Stork,51,1
-68.72,114.7,Warbler,83,1
-68.71,-57.64,Eagle,69,1
-68.66,-179.27,Hawk,47,1
-68.66,-52.73,Hawk,26,1
-68.66,112.64,Hawk,8,1
-68.65,5.76,Warbler,52,1
-68.64,71.63,Swallow,17,1
-68.64,139.44,Hawk,39,1
-68.59,-158.12,Goose,54,1
-68.58,96.77,Hawk,83,1
-68.57,22.85,Eagle,82,1
-68.55,70.15,Crane,95,1
-68.54,-100.32,Stork,98,1
-68.51,-58.9,Stork,62,1
-68.51,157.03,Warbler,46,1
-68.49,17.75,Crane,2,1
-68.49,119.98,Hawk,24,1
-68.48,112.94,Goose,29,1
-68.44,-142.07,Swallow,76,1
-68.44,156.11,Hawk,73,1
-68.43,36.97,Warbler,80,1
-68.38,-39.14,Eagle,85,1
-68.37,-82.54,Goose,97,1
-68.37,17.53,Crane,56,1
-68.37,127.01,Hawk,35,1
-68.23,-136.02,Crane,31,1
-68.22,18.4,Warbler,51,1
-68.22,68.14,Crane,96,1
-68.2,-97.52,Goose,58,1
-68.2,-89.27,Stork,20,1
-68.16,32.72,Stork,7,1
-68.13,17.45,Stork,41,1
-68.11,26.29,Goose,39,1
-68.09,81.44,Hawk,88,1
-68.03,-24.71,Goose,58,1
-68.03,39.35,Stork,56,1
-68.02,52.12,Hawk,75,1
-68.02,128.53,Eagle,95,1
-67.97,-14.31,Hawk,13,1
-67.95,148.21,Swallow,15,1
-67.92,2.72,Stork,67,1
-67.91,161.23,Hawk,45,1
-67.89,-18.54,Eagle,88,1
-67.89,92.91,Crane,47,1
-67.88,80.87,Goose,27,1
-67.83,74.81,Hawk,79,1
-67.81,-3.1,Hawk,51,1
-67.77,-74.17,Hawk,63,1
-67.76,177.8,Goose,35,1
-67.75,-103.36,Goose,11,1
-67.74,-92.11,Crane,17,1
-67.73,162.88,Stork,57,1
-67.71,175.24,Eagle,76,1
-67.69,108.64,Hawk,62,1
-67.68,-107.66,Crane,16,1
-67.68,11.08,Eagle,31,1
-67.67,-58.36,Swallow,61,1
-67.65,-122.06,Swallow,42,1
-67.64,-1.33,Eagle,13,1
-67.62,18.9,Stork,18,1
-67.53,-103.6,Swallow,22,1
-67.52,-108.88,Crane,30,1
-67.51,88.82,Eagle,84,1
-67.46,-89.87,Eagle,91,1
-67.46,-55.54,Swallow,69,1
-67.45,-167.24,Swallow,76,1
-67.44,160.23,Warbler,66,1
-67.43,-46.18,Warbler,16,1
-67.43,-39.32,Crane,17,1
-67.43,-32.16,Eagle,40,1
-67.31,-55.31,Eagle,66,1
-67.31,-8.54,Goose,3,1
-67.27,-73.15,Goose,16,1
-67.26,-109.63,Stork,19,1
-67.26,116.15,Hawk,87,1
-67.25,-42.29,Goose,94,1
-67.22,136.85,Crane,42,1
-67.21,-46.92,Stork,57,1
-67.21,2.05,Eagle,29,1
-67.2,-86.11,Crane,34,1
-67.2,116.13,Swallow,93,1
-67.19,-15.55,Stork,73,1
-67.18,41.78,Stork,44,1
-67.15,61.41,Warbler,81,1
-67.14,-17.92,Crane,80,1
-67.13,76.67,Swallow,98,1
-67.11,9.22,Swallow,39,1
-67.07,-44.94,Hawk,81,1
-67.03,-146.15,Swallow,32,1
-67.01,-54.15,Swallow,21,1
-66.96,-99.57,Goose,2,1
-66.95,-162.95,Crane,64,1
-66.91,-100.96,Warbler,3,1
-66.85,-100.66,Warbler,88,1
-66.84,-168.38,Crane,47,1
-66.78,34.67,Warbler,34,1
-66.78,141.76,Crane,28,1
-66.77,130.06,Hawk,61,1
-66.75,-27.75,Crane,76,1
-66.74,131.23,Hawk,9,1
-66.73,71.07,Warbler,14,1
-66.72,-119.71,Crane,31,1
-66.7,49.52,Swallow,48,1
-66.69,-155.38,Goose,63,1
-66.69,-113.24,Goose,59,1
-66.67,-160.62,Warbler,35,1
-66.67,150.38,Crane,89,1
-66.64,-81.58,Warbler,40,1
-66.64,-57.43,Crane,19,1
-66.64,163.63,Eagle,1,1
-66.57,167.12,Stork,92,1
-66.55,-119.75,Hawk,24,1
-66.55,84.2,Stork,85,1
-66.53,73.69,Stork,24,1
-66.49,-104.92,Stork,94,1
-66.48,-107.89,Goose,45,1
-66.46,0.21,Eagle,54,1
-66.44,-116.88,Warbler,67,1
-66.44,5.62,Stork,6,1
-66.44,103.09,Stork,12,1
-66.42,15.07,Stork,44,1
-66.42,171.45,Goose,24,1
-66.39,-83.9,Eagle,70,1
-66.37,-33.46,Goose,90,1
-66.35,-161.41,Stork,41,1
-66.34,-18.46,Stork,73,1
-66.34,137.22,Swallow,47,1
-66.33,9.0,Eagle,60,1
-66.3,46.62,Goose,38,1
-66.27,-27.69,Warbler,50,1
-66.27,41.75,Crane,96,1
-66.27,109.82,Goose,4,1
-66.27,120.94,Eagle,97,1
-66.21,92.9,Crane,42,1
-66.19,55.89,Warbler,76,1
-66.14,-38.81,Crane,27,1
-66.14,164.64,Swallow,97,1
-66.13,175.05,Stork,72,1
-66.12,-150.51,Hawk,41,1
-66.09,44.39,Swallow,8,1
-66.09,163.68,Warbler,50,1
-66.08,-175.77,Warbler,24,1
-66.07,-81.31,Hawk,76,1
-66.06,41.19,Hawk,30,1
-66.04,-94.84,Goose,10,1
-66.02,132.51,Eagle,26,1
-65.99,-154.0,Eagle,98,1
-65.98,-113.95,Crane,36,1
-65.95,-122.77,Hawk,61,1
-65.93,79.74,Crane,29,1
-65.93,133.16,Warbler,41,1
-65.92,-121.97,Crane,51,1
-65.92,51.62,Warbler,91,1
-65.91,-1.55,Warbler,99,1
-65.91,138.9,Goose,68,1
-65.89,-162.34,Eagle,4,1
-65.89,-117.84,Stork,10,1
-65.89,11.18,Hawk,10,1
-65.86,-17.86,Swallow,89,1
-65.85,-17.41,Goose,11,1
-65.81,-108.15,Eagle,89,1
-65.8,45.36,Goose,2,1
-65.78,-135.5,Stork,73,1
-65.77,-63.1,Crane,54,1
-65.76,139.05,Stork,10,1
-65.75,98.05,Hawk,70,1
-65.72,-9.8,Stork,21,1
-65.71,84.16,Goose,97,1
-65.7,76.32,Hawk,95,1
-65.68,109.95,Goose,46,1
-65.67,-28.52,Eagle,35,1
-65.62,-126.96,Swallow,56,1
-65.6,-95.35,Swallow,15,1
-65.56,-115.91,Crane,8,1
-65.55,-40.86,Goose,3,1
-65.52,19.34,Swallow,20,1
-65.51,-20.31,Crane,76,1
-65.51,28.59,Crane,19,1
-65.49,104.45,Eagle,85,1
-65.45,46.64,Warbler,70,1
-65.44,-142.3,Goose,27,1
-65.44,7.47,Warbler,8,1
-65.38,51.6,Swallow,20,1
-65.38,158.34,Stork,18,1
-65.37,-76.18,Goose,36,1
-65.35,146.38,Crane,37,1
-65.27,-145.94,Hawk,53,1
-65.26,-34.07,Hawk,20,1
-65.26,39.65,Crane,95,1
-65.26,156.93,Stork,43,1
-65.23,-126.28,Stork,76,1
-65.23,76.57,Crane,85,1
-65.23,115.09,Eagle,13,1
-65.22,164.54,Goose,5,1
-65.21,136.29,Hawk,60,1
-65.19,38.54,Stork,44,1
-65.19,73.93,Stork,92,1
-65.18,-53.28,Stork,46,1
-65.14,-82.78,Warbler,10,1
-65.13,-36.68,Swallow,6,1
-65.12,-9.71,Hawk,40,1
-65.09,-146.55,Crane,16,1
-65.08,91.25,Eagle,69,1
-65.07,45.36,Stork,8,1
-65.06,135.84,Eagle,54,1
-65.05,-143.67,Crane,12,1
-65.05,-4.95,Stork,75,1
-65.01,-11.4,Swallow,89,1
-64.98,132.89,Eagle,60,1
-64.97,-104.77,Eagle,20,1
-64.95,137.99,Warbler,67,1
-64.94,-158.53,Swallow,22,1
-64.92,117.11,Eagle,64,1
-64.91,-150.67,Stork,18,1
-64.89,-114.54,Warbler,45,1
-64.79,-4.12,Crane,21,1
-64.79,118.88,Warbler,33,1
-64.77,24.0,Stork,23,1
-64.75,-150.49,Eagle,91,1
-64.73,-120.05,Goose,44,1
-64.7,139.26,Goose,67,1
-64.66,-20.02,Swallow,69,1
-64.64,122.09,Swallow,51,1
-64.61,-78.91,Swallow,20,1
-64.56,-173.49,Goose,69,1
-64.55,-167.08,Hawk,26,1
-64.55,-142.98,Eagle,34,1
-64.55,159.49,Hawk,48,1
-64.54,143.23,Eagle,72,1
-64.52,140.23,Goose,34,1
-64.5,-68.52,Warbler,66,1
-64.48,19.03,Goose,71,1
-64.48,142.07,Eagle,36,1
-64.47,86.89,Warbler,96,1
-64.41,-16.8,Eagle,62,1
-64.4,-178.03,Hawk,16,1
-64.38,-179.42,Goose,29,1
-64.36,-67.02,Swallow,43,1
-64.31,104.13,Hawk,29,1
-64.29,139.83,Crane,36,1
-64.28,-132.42,Crane,45,1
-64.22,-132.24,Hawk,18,1
-64.21,179.94,Goose,53,1
-64.16,-68.48,Swallow,69,1
-64.15,-86.33,Stork,44,1
-64.15,42.12,Warbler,98,1
-64.14,-77.0,Swallow,36,1
-64.09,-92.53,Crane,51,1
-64.09,-59.55,Hawk,17,1
-64.08,-107.55,Goose,99,1
-64.08,178.78,Stork,39,1
-64.07,137.91,Crane,70,1
-64.06,-73.66,Stork,11,1
-64.04,133.16,Crane,19,1
-64.01,11.81,Hawk,24,1
-63.99,169.73,Eagle,10,1
-63.98,-130.07,Swallow,77,1
-63.95,-68.03,Crane,67,1
-63.94,-75.06,Warbler,96,1
-63.92,122.6,Warbler,99,1
-63.85,-167.81,Crane,19,1
-63.85,140.65,Warbler,94,1
-63.84,77.15,Eagle,62,1
-63.83,-36.0,Eagle,38,1
-63.81,-153.66,Warbler,41,1
-63.79,157.79,Crane,61,1
-63.78,-155.62,Warbler,63,1
-63.78,43.19,Swallow,87,1
-63.77,153.08,Eagle,18,1
-63.75,-169.2,Crane,73,1
-63.74,-88.07,Stork,2,1
-63.73,60.69,Warbler,3,1
-63.71,-169.25,Warbler,67,1
-63.7,144.93,Hawk,44,1
-63.69,-77.16,Crane,22,1
-63.68,-55.09,Eagle,87,1
-63.67,178.44,Warbler,77,1
-63.65,108.31,Eagle,70,1
-63.61,-122.54,Crane,37,1
-63.58,30.73,Swallow,22,1
-63.55,-137.96,Hawk,1,1
-63.52,-139.3,Goose,31,1
-63.52,-125.64,Stork,67,1
-63.52,-112.62,Hawk,82,1
-63.51,151.55,Warbler,81,1
-63.5,-131.65,Stork,98,1
-63.49,-95.68,Hawk,1,1
-63.47,1.1,Hawk,68,1
-63.47,10.72,Eagle,66,1
-63.45,-14.38,Crane,47,1
-63.4,-156.6,Warbler,14,1
-63.39,82.55,Stork,75,1
-63.29,-106.01,Stork,53,1
-63.29,109.88,Hawk,78,1
-63.27,-115.76,Eagle,36,1
-63.26,-73.76,Warbler,70,1
-63.24,80.35,Crane,76,1
-63.23,-33.63,Hawk,18,1
-63.22,-141.79,Eagle,5,1
-63.22,-65.21,Swallow,18,1
-63.22,-24.09,Warbler,47,1
-63.22,90.14,Crane,69,1
-63.21,156.9,Swallow,52,1
-63.18,-149.11,Stork,16,1
-63.17,137.78,Crane,81,1
-63.15,-2.55,Swallow,29,1
-63.12,-147.73,Eagle,39,1
-63.12,-39.98,Warbler,81,1
-63.12,74.29,Hawk,94,1
-63.11,-177.09,Stork,80,1
-63.1,-59.28,Swallow,22,1
-63.07,-153.5,Goose,14,1
-63.07,-82.89,Crane,70,1
-63.06,84.02,Hawk,64,1
-63.03,-88.8,Swallow,64,1
-63.01,-166.97,Warbler,10,1
-63.0,145.33,Warbler,91,1
-62.98,-162.89,Crane,2,1
-62.96,-136.53,Goose,82,1
-62.95,44.95,Goose,24,1
-62.94,26.26,Eagle,27,1
-62.91,-115.37,Eagle,97,1
-62.86,94.57,Stork,94,1
-62.84,54.22,Swallow,3,1
-62.83,53.59,Stork,93,1
-62.8,70.83,Hawk,3,1
-62.79,-103.77,Warbler,70,1
-62.79,34.64,Swallow,37,1
-62.78,123.76,Hawk,73,1
-62.77,110.05,Stork,69,1
-62.75,-113.49,Eagle,47,1
-62.73,110.07,Eagle,22,1
-62.71,126.89,Warbler,29,1
-62.7,158.56,Eagle,87,1
-62.69,-169.17,Swallow,43,1
-62.69,73.77,Eagle,36,1
-62.68,20.89,Crane,72,1
-62.6,-176.8,Hawk,77,1
-62.6,-128.76,Crane,14,1
-62.6,156.62,Hawk,61,1
-62.57,21.13,Crane,32,1
-62.56,-64.28,Hawk,43,1
-62.53,106.36,Goose,41,1
-62.49,107.78,Eagle,40,1
-62.49,151.65,Goose,45,1
-62.43,-143.46,Crane,55,1
-62.42,-79.89,Stork,11,1
-62.41,-93.9,Goose,28,1
-62.41,-22.9,Hawk,30,1
-62.4,18.47,Warbler,33,1
-62.4,120.11,Hawk,25,1
-62.35,-171.71,Crane,36,1
-62.34,51.91,Goose,59,1
-62.34,166.61,Crane,26,1
-62.28,41.36,Eagle,84,1
