Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality
B5982,Eagle,Africa,Coastal,Clear,Climate Change,25.45009488,-30.44935623,-31.79228266,6.063964949,2192.94,26.1,51.47,2633,669,20.2,56,76,996,10.7,No,46,-80.6,May,May,11,8,Radio,Yes,217,High,Good,Yes,Lost Signal,Researcher_C,29.1,Failed,No,102,41,High
B5530,Hawk,South America,Wetland,Stormy,Avoid Predators,77.79036187,104.6078256,-75.5121305,20.6835466,2738.35,26.1,53.48,7396,702,-7.2,44.8,27,958.1,3.1,Yes,98,-60.5,Jan,Jun,4,2,GPS,Yes,367,Low,Poor,No,Lost Signal,Researcher_B,28,Successful,No,106,50,Moderate
B2650,Swallow,Asia,Coastal,Clear,Breeding,-81.8744267,-52.89311246,32.01200955,49.87225321,2920.74,26.2,52.22,7131,748,11.7,52.9,27,1040.8,5.9,Yes,93,-87.3,Nov,Jun,1,4,GPS,No,343,Low,Good,No,N/A,Researcher_C,9.6,Successful,Yes,116,19,High
B7543,Swallow,Europe,Urban,Rainy,Avoid Predators,-2.13499392,148.1339441,53.29208247,-130.9500667,2183.47,26.2,50.99,6512,799,0.6,36.3,33,1038.2,14.7,Yes,39,-69.5,Oct,Nov,13,8,Satellite,No,188,Low,Good,Yes,Lost Signal,Researcher_A,8.9,Successful,No,104,41,Low
B2806,Goose,South America,Wetland,Clear,Feeding,26.17017978,163.1949518,59.98792565,-27.91406472,2489.21,26.4,46.61,9071,144,31.7,40.8,16,967.9,17.7,No,33,-72.4,Sep,Mar,12,6,GPS,Yes,241,High,Excellent,Yes,Lost Signal,Researcher_A,26.9,Failed,No,68,99,High
B4586,Swallow,Africa,Coastal,Foggy,Avoid Predators,5.688923697,70.51139248,23.45674287,-53.96291043,2479.85,26.4,42.97,3949,431,15.6,44.3,63,1036,15.2,No,98,-73.5,Oct,Jun,11,9,GPS,No,213,High,Poor,No,Predator,Researcher_C,29.3,Failed,Yes,70,39,Moderate
B5677,Crane,Africa,Coastal,Foggy,Climate Change,-64.28990238,139.8337632,80.17585597,127.5830376,2056.73,26.4,42.8,6766,585,21.7,42,41,1033.7,12.7,Yes,64,-75.8,Jan,Dec,7,4,Radio,Yes,217,Low,Excellent,Yes,Predator,Researcher_C,19.5,Successful,No,53,36,High
B9478,Goose,Europe,Grassland,Stormy,Avoid Predators,12.68306253,-112.3818628,-53.07188873,11.3531731,1438.71,26.4,45.81,7225,223,18.2,22.4,85,1029.4,19.9,Yes,92,-68.8,Apr,Dec,13,1,GPS,No,92,High,Good,Yes,Injury,Researcher_C,7.4,Failed,No,103,68,High
B1601,Crane,Australia,Grassland,Rainy,Breeding,40.52406813,-108.7495087,75.84725378,-106.3147618,1508.67,26.5,51.83,7809,312,-1.5,57.4,40,986.7,13.9,No,13,-66.7,Oct,Jun,13,2,Radio,No,159,Low,Poor,No,N/A,Researcher_A,21.6,Failed,No,5,99,Moderate
B7986,Goose,Australia,Grassland,Rainy,Avoid Predators,59.57845465,-133.6301269,65.3401571,62.2711411,2263.93,26.5,49.23,6276,698,19.8,50.8,69,954.1,19.1,No,39,-65.3,Apr,Nov,8,5,GPS,No,288,Medium,Good,Yes,Storm,Researcher_C,21.2,Successful,Yes,15,22,Moderate
B9120,Crane,Australia,Urban,Rainy,Avoid Predators,-67.20249497,-86.11249131,30.48231986,-75.63067979,2223.82,26.5,49.11,5749,163,-7.3,32.2,95,955.9,19.5,No,90,-63.6,Feb,Oct,11,3,Satellite,No,33,Low,Good,Yes,Lost Signal,Researcher_B,16.3,Failed,Yes,84,34,Low
B9742,Crane,North America,Forest,Windy,Feeding,57.21549486,-106.5717228,26.17959648,-77.94500843,3189.67,26.5,53.3,9468,847,9.9,44.1,51,1019.7,8.9,No,11,-61.1,Oct,Apr,4,1,Radio,Yes,68,Low,Poor,Yes,Lost Signal,Researcher_C,22.7,Successful,Yes,69,68,Moderate
B2497,Crane,North America,Urban,Windy,Breeding,32.5930304,74.94179431,57.09719773,168.8549426,2500.31,26.6,53.93,3884,602,-9.5,40.3,71,978.6,8.9,No,16,-68.4,Oct,Dec,3,4,Satellite,No,421,High,Good,Yes,Injury,Researcher_C,21.8,Failed,Yes,85,90,High
B6128,Crane,Europe,Urban,Rainy,Climate Change,46.12728798,86.77191679,-67.53534848,-42.92182214,2564.58,26.6,41,1191,152,10.2,14.7,20,970.3,13.5,Yes,55,-62.3,Oct,Dec,1,0,Satellite,No,89,Low,Fair,No,N/A,Researcher_A,23.2,Successful,Yes,50,94,Moderate
B6839,Goose,South America,Mountain,Stormy,Avoid Predators,-85.496197,57.15317075,-15.37776149,38.07094928,2112.54,26.6,55.84,1746,672,-6.4,29.3,83,964.6,9.7,No,68,-76.9,Sep,Oct,5,4,Satellite,No,112,Medium,Good,Yes,Lost Signal,Researcher_C,13.3,Successful,No,56,51,Low
B10777,Warbler,Europe,Forest,Windy,Climate Change,-88.45167268,-132.5096109,-71.68873647,64.0695112,2402.11,26.6,49.12,8892,826,31.4,58.1,13,1015.9,16.9,No,95,-71.1,Oct,Nov,1,1,GPS,No,150,High,Poor,No,Lost Signal,Researcher_C,13.3,Failed,Yes,119,29,Low
B10080,Eagle,Asia,Forest,Clear,Avoid Predators,-76.70970646,0.941675828,29.52629846,-75.1852108,3757.45,26.6,46.3,8697,281,27.1,55.1,47,1013,3.1,Yes,61,-59,Oct,Dec,2,2,Radio,Yes,428,Medium,Good,Yes,Storm,Researcher_A,24.8,Failed,No,43,45,Low
B4753,Crane,Australia,Grassland,Stormy,Breeding,55.73601724,78.68017827,46.92837787,8.611548722,2405.64,26.7,40.84,2021,474,34.5,54.5,17,972.5,14.5,Yes,26,-79.9,Oct,Jun,5,8,Radio,Yes,131,Medium,Fair,Yes,Storm,Researcher_C,22.6,Successful,Yes,70,79,High
B5812,Crane,Australia,Forest,Windy,Breeding,-88.94881517,21.2266624,-2.125444364,-50.34212822,2940.02,26.7,51.4,7120,312,3.3,50.3,64,1011.7,9.9,No,31,-76.7,Mar,Oct,12,8,Radio,No,497,High,Fair,No,Predator,Researcher_C,8.4,Failed,No,63,75,High
B2206,Goose,Asia,Wetland,Windy,Avoid Predators,66.91642174,-26.24406058,-56.94664902,67.65123233,2733.3,26.8,56.66,4668,653,-9.9,4.2,70,954.8,16.2,No,33,-77.2,Apr,Oct,2,0,Radio,Yes,268,Medium,Fair,No,Predator,Researcher_C,10.6,Successful,No,106,38,High
B2668,Hawk,Europe,Urban,Rainy,Avoid Predators,-26.84580418,97.19338787,11.03578444,-23.19964643,2220.72,26.8,53.38,1712,149,27.1,37.2,57,973.6,10.9,No,42,-81.7,Nov,Oct,13,6,GPS,Yes,424,Medium,Poor,Yes,Storm,Researcher_A,23.8,Successful,Yes,2,84,Moderate
B3367,Eagle,South America,Urban,Foggy,Climate Change,69.7091979,-50.43567971,46.81346419,-5.741726502,2928.64,26.8,51.46,5793,105,10.3,38.8,16,974.5,2.2,Yes,12,-84,Nov,Dec,2,8,Satellite,No,149,Low,Poor,No,Lost Signal,Researcher_B,11.7,Failed,No,43,48,Low
B9046,Goose,South America,Grassland,Stormy,Feeding,-60.45454915,-34.00222542,-57.46136422,12.6314719,3078.66,26.8,50.98,4274,177,0.1,4.6,40,1013.6,13.9,Yes,66,-61.5,Nov,Oct,5,4,GPS,Yes,158,Medium,Fair,No,Injury,Researcher_B,24.8,Failed,No,84,22,High
B9177,Crane,North America,Wetland,Stormy,Avoid Predators,-56.28653141,177.7488636,48.07481418,-14.88391816,3156.7,26.8,45.34,1085,374,22.7,14.9,24,1006,5,Yes,63,-67.5,Sep,Mar,10,6,GPS,No,405,Medium,Fair,No,Storm,Researcher_B,7.7,Successful,No,29,10,Moderate
B3711,Hawk,Australia,Coastal,Foggy,Climate Change,-1.885196396,92.79690059,-72.88085876,76.82951438,2636.28,26.9,53.32,7620,397,33,40.3,35,955.4,8.9,Yes,98,-63.6,Jan,Nov,1,3,GPS,No,139,Medium,Good,Yes,Storm,Researcher_A,18.6,Failed,Yes,12,1,High
B8336,Warbler,South America,Wetland,Windy,Feeding,-6.179728227,133.0296818,-30.23730899,-75.89734777,1831.8,26.9,50.99,8656,229,19.9,23.3,92,1034.4,12.6,No,24,-75.3,May,Jun,3,7,Radio,Yes,337,High,Poor,No,N/A,Researcher_B,6.7,Successful,No,103,15,Low
B7277,Stork,South America,Forest,Rainy,Avoid Predators,79.91841086,-15.04170602,-11.34812198,106.6645462,3402.35,26.9,53.43,5481,539,-6.7,36.1,30,1014.7,13.9,Yes,19,-63.4,Feb,Nov,14,7,Satellite,No,222,Low,Excellent,No,Injury,Researcher_A,29.1,Failed,No,87,79,Low
B8830,Stork,Europe,Coastal,Windy,Climate Change,-85.66976759,-68.07354898,-75.77822442,35.82703201,1942.54,27,45.14,6571,649,26.3,24.2,70,1034.9,3.1,No,16,-61.3,Sep,Nov,2,6,Satellite,Yes,422,Low,Excellent,No,Storm,Researcher_A,9.2,Failed,No,82,24,Moderate
B2550,Swallow,South America,Coastal,Foggy,Breeding,-67.2039644,116.1328299,80.79915174,159.9701758,1766.91,27,49.23,6059,694,29.9,57.8,39,979.4,7.9,Yes,31,-72.5,Mar,Jun,7,9,Satellite,Yes,3,Medium,Excellent,Yes,Storm,Researcher_B,23.4,Failed,No,89,93,Moderate
B4566,Hawk,North America,Coastal,Rainy,Avoid Predators,-41.12522684,3.658601728,65.48063233,-36.4564499,2603.44,27,49.57,9923,189,29.4,55.4,93,1045,17.9,No,54,-52.3,Jan,Oct,14,7,Satellite,Yes,384,Medium,Good,No,N/A,Researcher_C,6.4,Successful,No,4,12,Moderate
B5576,Warbler,Europe,Mountain,Clear,Climate Change,5.595446953,63.55377547,25.90510771,-133.2702622,1851.21,27,44.92,8871,832,4.1,10.2,23,984.2,2.1,No,99,-64.9,May,Dec,13,8,Radio,No,49,Medium,Poor,Yes,Injury,Researcher_B,9.7,Failed,Yes,113,32,High
B5792,Crane,North America,Urban,Rainy,Climate Change,73.5560768,-101.9565189,-75.06324343,53.50491167,2358.57,27,58.89,8244,556,12.1,41,27,1020.2,19.4,Yes,27,-69.2,May,Oct,2,6,GPS,No,394,Medium,Good,No,Storm,Researcher_B,11.9,Successful,No,95,48,Low
B8068,Warbler,North America,Mountain,Stormy,Feeding,21.11403643,44.31301404,-84.21022702,44.74947782,2430.55,27.1,54.9,2942,172,34.7,2.7,43,982.9,17.2,No,62,-66.2,May,May,2,6,GPS,No,30,High,Poor,No,Injury,Researcher_A,17.5,Successful,No,81,80,Low
B9103,Goose,Africa,Grassland,Clear,Avoid Predators,-87.0160551,138.8047587,-83.22436802,63.84835427,2863.78,27.1,60.22,5546,254,27.8,55.1,29,991.4,5.6,No,22,-56.3,Oct,Jun,4,6,Radio,Yes,61,High,Excellent,Yes,Injury,Researcher_C,12.8,Successful,Yes,97,22,High
B4138,Swallow,North America,Wetland,Clear,Breeding,0.307535486,53.89038633,-55.70513731,-3.195431598,3440.2,27.2,47.1,5446,590,-2.1,28.2,89,981.1,1.2,No,42,-60.6,May,Mar,4,2,Radio,No,246,Medium,Excellent,Yes,Storm,Researcher_C,28.9,Successful,Yes,6,73,Low
B10928,Warbler,North America,Mountain,Foggy,Breeding,26.95566692,-146.3254201,44.28510414,109.6405062,3084.12,27.2,52.83,8451,648,18.4,31.9,98,1024.3,13.7,No,35,-60.3,Nov,Apr,7,4,GPS,Yes,278,High,Good,Yes,N/A,Researcher_A,7.9,Failed,No,75,72,High
B2344,Crane,Africa,Wetland,Rainy,Climate Change,5.226229052,-33.31129312,4.282846683,33.08680501,2508.05,27.3,56.39,5257,671,-1.2,32,42,1021.2,10,No,48,-80.4,Sep,Mar,12,3,GPS,Yes,9,Low,Excellent,Yes,Predator,Researcher_A,26.9,Successful,Yes,94,5,High
B2836,Goose,Africa,Coastal,Rainy,Avoid Predators,35.51730109,34.13695538,-14.30229955,-18.4256251,1930.91,27.3,62.14,5944,482,29.7,13.6,55,974.2,4.7,Yes,49,-64,Oct,Jun,11,0,Radio,No,498,Medium,Good,Yes,Storm,Researcher_B,19.2,Failed,No,92,56,Moderate
B6899,Swallow,Asia,Grassland,Stormy,Climate Change,-7.393497646,155.4027834,-74.14719894,-51.26184229,1841.15,27.3,46.9,1066,584,-10,52.7,77,1047,9.7,No,68,-33.8,May,May,14,6,Radio,Yes,382,Low,Good,Yes,Lost Signal,Researcher_A,15.2,Successful,Yes,29,21,High
B1510,Hawk,Africa,Urban,Rainy,Avoid Predators,-65.26036335,-34.06591064,4.464197397,-91.3441231,2186.94,27.4,49.05,4141,104,-7.2,1.4,36,961.3,3.4,No,71,-74.9,May,Dec,13,2,Satellite,Yes,365,Low,Fair,No,Storm,Researcher_C,14.3,Successful,No,48,20,Low
B2128,Hawk,Australia,Wetland,Clear,Breeding,70.90327918,3.867430194,-18.95065514,62.41433546,3012.34,27.4,52.02,4607,364,9.8,51.9,92,1047.7,4.3,No,43,-58.6,Oct,Nov,2,4,Satellite,No,30,High,Fair,No,Predator,Researcher_C,10.3,Successful,No,17,82,Moderate
B2876,Crane,South America,Grassland,Rainy,Avoid Predators,-6.724941464,147.0579305,-18.5514412,144.0996847,2212.17,27.4,47.27,1980,333,-8.7,39.1,36,963.9,10.3,Yes,41,-69.2,Apr,Nov,9,9,Satellite,Yes,351,High,Excellent,No,Storm,Researcher_A,13.1,Failed,Yes,74,26,High
B6462,Stork,Africa,Urban,Rainy,Feeding,-27.44047097,-23.26491858,1.620098542,-29.80948514,2502.11,27.4,44.17,8233,447,-6.1,25.6,87,963.7,8.6,No,86,-51.4,Mar,Apr,4,1,GPS,Yes,2,Medium,Excellent,Yes,Injury,Researcher_C,10.8,Successful,No,14,72,High
B8145,Goose,North America,Wetland,Stormy,Feeding,39.83384626,115.135786,16.37787202,131.0526187,2159.74,27.4,41.14,4534,799,10.2,39.3,41,1040.2,18.1,Yes,81,-76.6,May,Jun,12,5,Radio,No,109,Medium,Excellent,No,Storm,Researcher_A,17.7,Successful,Yes,20,52,High
B5250,Eagle,Europe,Wetland,Stormy,Feeding,86.79522511,-88.03417848,82.18488152,101.2248544,1918.86,27.5,53.74,3796,744,30.5,41.5,46,1034.3,17.8,Yes,52,-78.3,Mar,Jun,6,7,Radio,Yes,142,Medium,Poor,Yes,Predator,Researcher_A,10.8,Failed,No,31,23,Moderate
B9759,Stork,Europe,Grassland,Stormy,Avoid Predators,8.800031429,-45.20266345,55.74163363,9.942127822,2107.04,27.5,57.4,6192,711,24.2,0.9,50,995.5,1.5,No,44,-58.5,Jan,Nov,2,1,Radio,No,234,Low,Good,Yes,Storm,Researcher_C,19.9,Failed,No,97,94,Moderate
B3203,Stork,North America,Coastal,Foggy,Climate Change,45.90345565,-176.7677817,-13.7026086,-29.68829587,2447.51,27.5,48.35,7429,576,30.2,1.6,58,951.9,4.3,Yes,17,-85.1,May,Jun,13,5,Radio,Yes,293,Medium,Fair,Yes,Injury,Researcher_C,28.3,Successful,Yes,26,41,Moderate
B8495,Stork,South America,Grassland,Stormy,Feeding,36.95313923,46.63464394,-73.05739332,-9.370165934,2812.28,27.5,43.61,3146,458,9.7,1.9,33,1020.4,11.7,Yes,90,-78.7,Apr,Nov,7,8,Satellite,No,155,Low,Excellent,No,Predator,Researcher_B,28.8,Successful,Yes,47,52,High
B2063,Crane,Africa,Urban,Clear,Breeding,33.49218541,-4.964899684,-55.50719905,71.27689186,2571.54,27.6,44.88,3112,851,-5.8,19.3,36,1017.3,17.9,No,20,-84.8,Nov,Mar,5,2,Satellite,No,208,High,Poor,No,N/A,Researcher_C,16.9,Successful,Yes,89,96,High
B5324,Warbler,South America,Grassland,Foggy,Avoid Predators,-30.98217448,-13.40423194,44.77753442,160.9939159,2744.71,27.6,50.03,3085,275,33.7,30,46,1034.9,8.8,Yes,52,-66.1,May,Apr,11,9,Satellite,No,462,Low,Good,Yes,N/A,Researcher_C,15.7,Failed,Yes,89,40,High
B5785,Swallow,Africa,Mountain,Foggy,Feeding,-21.48370889,139.1295049,-31.10720259,-111.1642533,3043.85,27.6,62.7,2875,571,-7.2,15.3,74,1010.5,16.4,No,90,-79.7,Nov,Oct,4,8,GPS,No,158,High,Good,No,Predator,Researcher_B,26,Successful,No,58,15,Moderate
B6296,Swallow,Europe,Grassland,Clear,Avoid Predators,57.68090225,-99.65427946,89.92099467,167.4405444,2896.11,27.6,48.83,4733,684,26,50.5,57,986.8,12.7,No,45,-65.6,Nov,Mar,11,2,Satellite,No,48,Medium,Excellent,No,N/A,Researcher_C,7.9,Successful,Yes,34,88,High
B10021,Stork,Australia,Wetland,Windy,Feeding,66.36880255,56.38088549,-11.53107399,-120.7444002,2933.82,27.6,51.32,2249,682,29.8,59.5,41,1004.8,14.4,No,80,-79,Nov,Apr,6,5,Satellite,No,434,High,Poor,Yes,Injury,Researcher_C,24.3,Failed,No,74,58,Low
B9239,Goose,South America,Forest,Windy,Breeding,69.07886703,-50.98245719,-42.86536905,13.99189361,2761.73,27.6,53.09,9775,798,19.9,5.2,74,1009.8,11.4,Yes,15,-68.1,Feb,May,7,2,Radio,No,369,Medium,Good,Yes,Predator,Researcher_B,12.2,Successful,No,97,12,Moderate
B10670,Eagle,North America,Coastal,Clear,Feeding,-21.56655188,6.910666745,-43.14633922,-170.6003152,2291.47,27.7,47.38,5749,250,-6.4,2.5,62,978.5,14.9,No,60,-59.6,Feb,May,13,1,GPS,Yes,206,Low,Good,Yes,Storm,Researcher_B,12.4,Failed,No,41,51,Moderate
B2340,Eagle,North America,Coastal,Rainy,Climate Change,4.436296288,-83.18555064,30.69259328,178.370902,2447.64,27.7,43.96,1969,757,-3.3,48.7,89,957.8,3.7,No,54,-74,May,Apr,1,5,GPS,Yes,439,Medium,Excellent,No,Storm,Researcher_B,22.6,Successful,Yes,87,28,Moderate
B7503,Goose,South America,Mountain,Stormy,Feeding,50.18356005,-134.0955592,16.24289193,-6.959704473,2164.75,27.7,46.09,7867,817,6,56.4,79,953.7,7.6,No,81,-79.4,Mar,Apr,4,5,Satellite,No,95,High,Fair,Yes,Lost Signal,Researcher_B,17,Successful,No,50,90,High
B7778,Stork,Europe,Urban,Windy,Breeding,-84.6016852,12.14495074,-11.31158762,-64.44769524,2442.35,27.8,52.29,5940,663,16.8,37.6,41,1022.4,10,Yes,66,-68.3,Oct,Nov,3,9,Radio,Yes,319,High,Excellent,No,Lost Signal,Researcher_A,23.6,Successful,Yes,70,79,Low
B6282,Crane,Asia,Mountain,Windy,Breeding,-30.65797883,-10.95377649,-64.12168358,41.0350381,2688.57,27.8,48.89,9848,419,23.3,58.5,79,1042.6,18.2,Yes,96,-55.5,Mar,Nov,3,2,Satellite,No,416,High,Poor,No,Predator,Researcher_A,7.2,Successful,No,37,19,High
B8929,Crane,Europe,Wetland,Rainy,Feeding,1.723174349,-45.52182398,-53.50066582,116.4880298,2242.63,27.8,52.29,9484,887,22.7,41.9,28,1033.5,11.2,No,46,-67.2,Mar,Oct,6,3,Satellite,No,173,Medium,Excellent,Yes,Injury,Researcher_B,16.1,Failed,No,22,13,Moderate
B10623,Warbler,Asia,Forest,Foggy,Climate Change,41.36812539,146.1111894,42.84452018,-3.481612109,2618.89,27.8,50.4,8365,439,21,10.4,70,984.7,5.6,Yes,72,-76.9,Mar,Dec,10,2,Radio,No,103,Low,Good,Yes,Lost Signal,Researcher_C,6.7,Failed,Yes,86,75,High
B7229,Eagle,Africa,Urban,Rainy,Breeding,69.91993292,-114.6156635,-56.24604034,7.832126782,1952.19,27.9,53.28,1393,781,13,31.2,34,1026.6,8.2,No,27,-68.5,Feb,Apr,2,4,Satellite,No,83,Low,Good,Yes,Storm,Researcher_C,24.4,Failed,Yes,35,49,Low
B5118,Swallow,Australia,Forest,Clear,Avoid Predators,68.70717738,47.6096164,27.54657132,-104.5442285,2119.11,27.9,46.26,1817,617,-4.7,24.6,70,1033.8,17.9,Yes,99,-61.7,Apr,Dec,6,9,Satellite,No,133,Low,Fair,No,Storm,Researcher_C,17,Failed,No,9,73,Moderate
B5755,Hawk,Asia,Urban,Clear,Feeding,82.12403794,-51.54234535,20.01080451,5.490828347,2385.05,27.9,51.42,1778,600,21.5,42,81,1036.4,6.3,Yes,67,-81.7,Nov,Apr,8,6,Satellite,Yes,274,High,Excellent,No,Injury,Researcher_C,18.1,Successful,Yes,16,81,Moderate
B5958,Hawk,Europe,Forest,Stormy,Breeding,62.10310517,43.91266517,-9.014086193,-82.46976313,2337.55,27.9,41.99,9514,327,2.6,14.9,68,970,17.5,Yes,87,-69,Oct,Oct,3,8,GPS,Yes,272,High,Good,Yes,Injury,Researcher_B,11.2,Failed,No,92,20,Moderate
B7444,Stork,Europe,Urban,Windy,Avoid Predators,-35.84238055,77.99070997,49.41777218,47.47895887,2340.69,28,49.11,1446,351,15.1,19.4,82,1020.1,11.5,No,14,-86.3,Apr,Nov,10,5,GPS,No,493,High,Excellent,No,Storm,Researcher_B,11.5,Failed,Yes,86,43,Moderate
B1923,Hawk,Africa,Wetland,Clear,Climate Change,77.7042116,-89.41041222,34.13106644,76.67551168,2906.24,28.1,54.67,6481,814,31.2,37.4,10,1041.1,5,Yes,20,-72.3,Feb,Dec,12,2,Satellite,Yes,348,Medium,Fair,No,N/A,Researcher_C,9.4,Successful,No,13,1,Moderate
B7516,Stork,Asia,Wetland,Foggy,Climate Change,45.53218187,90.35348149,-78.54575998,25.67695999,2240.97,28.1,48.12,8661,212,19.7,58.2,68,1018.9,10.2,No,21,-61,Nov,Apr,11,9,Radio,Yes,478,Low,Good,Yes,N/A,Researcher_B,15.2,Failed,Yes,23,7,Moderate
B5212,Warbler,North America,Coastal,Rainy,Feeding,68.88370518,-102.0363586,-29.58249212,-140.9862535,1832.42,28.2,53.74,8541,146,11.7,33.5,57,1005.5,18.2,No,46,-78.6,Oct,Jun,10,5,Radio,No,313,Low,Poor,No,N/A,Researcher_A,6.4,Failed,Yes,4,42,Low
B7419,Hawk,Australia,Urban,Stormy,Avoid Predators,54.19720376,118.5013679,-83.19015878,131.6229093,3553.53,28.2,54.06,4844,531,-6.2,51.1,54,973.9,2.3,No,59,-92,Mar,Dec,10,1,Satellite,Yes,440,Low,Excellent,Yes,Lost Signal,Researcher_B,8.7,Successful,Yes,62,9,Low
B1621,Crane,Africa,Coastal,Foggy,Avoid Predators,33.78766549,-0.010264969,75.65969839,35.47556274,2214.15,28.3,48.32,2091,616,12.7,29,58,1043.7,16.5,No,53,-85.8,Nov,Mar,11,5,GPS,No,109,High,Poor,No,Injury,Researcher_C,6,Successful,Yes,96,26,Low
B2043,Hawk,Africa,Mountain,Stormy,Feeding,-70.57507448,-52.68744864,79.50562622,-159.3085376,2952.1,28.3,55.02,5489,697,11.2,26.1,44,989.2,5.1,No,98,-72,Feb,Nov,10,0,Satellite,Yes,353,Low,Good,No,Injury,Researcher_C,12.3,Failed,Yes,31,38,High
B3008,Hawk,Europe,Wetland,Windy,Climate Change,-30.50491776,175.0787926,6.688381085,-8.559413619,3254.55,28.3,47.92,5920,430,17.2,10.2,34,998.1,5.5,No,95,-83.8,Mar,May,12,5,Radio,No,397,High,Poor,No,N/A,Researcher_B,29.7,Successful,Yes,53,30,Low
B5066,Crane,Asia,Forest,Foggy,Breeding,59.46968082,-29.39859144,-24.10214998,157.5055881,1915.69,28.3,46.71,3030,229,15.8,20.2,81,977,9.1,No,56,-57.1,Nov,Oct,5,2,GPS,Yes,71,High,Good,No,N/A,Researcher_A,25.3,Failed,Yes,75,88,High
B5095,Swallow,Africa,Wetland,Foggy,Feeding,-36.0833256,106.5563983,72.69838064,-134.97277,2597.73,28.3,47.91,2897,270,33.4,4.2,78,984.6,7.7,No,19,-77.5,May,Dec,7,5,Radio,No,68,High,Excellent,No,Storm,Researcher_A,22.6,Successful,Yes,67,46,Low
B7250,Swallow,Asia,Mountain,Windy,Breeding,74.88207849,6.610909945,-59.10539497,-100.2745749,1888.14,28.3,55.03,7493,672,-2.2,10.4,94,1035.4,13.9,Yes,95,-61.1,Jan,Dec,10,4,Radio,No,210,Low,Poor,No,Predator,Researcher_A,22.6,Failed,No,63,62,Low
B9654,Crane,Asia,Grassland,Windy,Feeding,-81.94228463,111.9240146,-70.08037569,-56.42044795,2020.94,28.3,44.15,7914,538,16,54,14,1023.9,13.2,Yes,98,-77.6,Feb,Mar,4,8,Radio,No,356,High,Good,Yes,Lost Signal,Researcher_C,15.5,Successful,Yes,25,12,High
B10117,Warbler,Africa,Urban,Stormy,Feeding,-12.15958629,-128.6791454,-27.16972145,-27.99608221,2556.87,28.3,63.63,7638,686,-2.5,18.5,35,1023.6,16.1,Yes,82,-70.6,Nov,Dec,9,5,Satellite,No,416,Medium,Good,No,N/A,Researcher_A,17.1,Successful,No,54,73,High
B3865,Warbler,Asia,Mountain,Stormy,Breeding,28.46784333,10.64896216,66.70274947,75.57435413,2515.5,28.4,49.57,2287,372,-6.8,49.4,69,1043.2,9.4,Yes,28,-80.5,May,Jun,11,9,Radio,Yes,2,Medium,Fair,No,N/A,Researcher_C,5.6,Failed,No,50,99,Low
B10354,Crane,South America,Grassland,Clear,Feeding,80.98252487,57.94790863,-32.365987,34.3638676,3333.65,28.4,55.38,2909,455,-8.5,15.5,20,1019.2,7.4,Yes,83,-73.2,Sep,Dec,11,0,GPS,Yes,221,Low,Poor,No,Predator,Researcher_C,25.7,Successful,No,28,89,High
B10425,Hawk,Australia,Wetland,Stormy,Breeding,-7.8458328,64.78170244,83.18100756,-80.60187023,2791.79,28.4,47.71,3739,317,23.6,33.2,54,988.6,7.3,No,10,-62.9,Jan,Oct,14,0,Satellite,No,88,Low,Poor,No,Storm,Researcher_B,24.1,Successful,Yes,94,43,Low
B2041,Crane,North America,Urban,Stormy,Climate Change,75.46023258,-125.1656357,-27.56593879,102.7948454,2611.84,28.5,51.08,3178,787,6.8,37.9,40,1028.2,10.7,No,26,-72.7,Nov,Nov,3,3,GPS,No,486,Medium,Excellent,Yes,Storm,Researcher_C,10,Successful,No,106,77,Moderate
B4450,Stork,South America,Mountain,Clear,Feeding,-43.0591601,-139.7858797,8.667289489,24.30625846,2342.5,28.5,44.56,4280,863,24.5,12.5,16,977.4,2.7,No,41,-75.5,Apr,Apr,12,4,GPS,No,334,Medium,Excellent,No,Lost Signal,Researcher_C,8.9,Successful,No,57,83,High
B9692,Crane,Africa,Forest,Foggy,Feeding,-80.92121363,85.50903527,-52.62294893,-44.77026021,1924.65,28.5,47.07,2990,771,27.6,58.9,10,963.5,5.3,Yes,15,-52.4,Oct,Apr,10,1,Satellite,No,189,Medium,Excellent,No,Storm,Researcher_B,29.3,Successful,No,17,67,Low
B4267,Eagle,Africa,Urban,Foggy,Climate Change,-43.70594188,153.7291774,-76.10912683,-22.07239025,3298.36,28.5,44.27,9774,224,1.6,28.8,19,1029.7,3.8,No,57,-59.7,Nov,May,1,5,Satellite,Yes,297,High,Fair,Yes,Injury,Researcher_A,27,Failed,Yes,83,80,High
